order_item_id,order_id,product_id,quantity,unit_price,discount,cost_price,gross_sales,discount_amount,revenue,cost,profit,profit_margin
OI004356,O01743,P061,3,5698.31,0,186.41,17094.93,0,17094.93,559.23,16535.7,0.967286792
OI003338,O01326,P011,4,7495.81,0,3389.07,29983.24,0,29983.24,13556.28,16426.96,0.547871411
OI003350,O01333,P011,4,7495.81,0,3389.07,29983.24,0,29983.24,13556.28,16426.96,0.547871411
OI003375,O01342,P011,4,7495.81,0,3389.07,29983.24,0,29983.24,13556.28,16426.96,0.547871411
OI002173,O00857,P040,4,5866.02,0,1770.44,23464.08,0,23464.08,7081.76,16382.32,0.698187187
OI001022,O00400,P015,3,7330.81,0.05,1525.08,21992.43,1099.6215,20892.8085,4575.24,16317.5685,0.781013644
OI003920,O01569,P015,3,7330.81,0.05,1525.08,21992.43,1099.6215,20892.8085,4575.24,16317.5685,0.781013644
OI005045,O02008,P015,3,7330.81,0.05,1525.08,21992.43,1099.6215,20892.8085,4575.24,16317.5685,0.781013644
OI003045,O01211,P068,3,7430.32,0,2041.8,22290.96,0,22290.96,6125.4,16165.56,0.72520699
OI004285,O01709,P068,3,7430.32,0,2041.8,22290.96,0,22290.96,6125.4,16165.56,0.72520699
OI005319,O02114,P068,3,7430.32,0,2041.8,22290.96,0,22290.96,6125.4,16165.56,0.72520699
OI000405,O00158,P054,4,5704.38,0.05,1400.37,22817.52,1140.876,21676.644,5601.48,16075.164,0.74158915
OI001665,O00661,P054,4,5704.38,0.05,1400.37,22817.52,1140.876,21676.644,5601.48,16075.164,0.74158915
OI002058,O00813,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI002327,O00922,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI003583,O01426,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI003753,O01497,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI004062,O01626,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI005044,O02008,P010,3,7442.3,0.1,1346.4,22326.9,2232.69,20094.21,4039.2,16055.01,0.798986872
OI001103,O00431,P030,4,6724.47,0.1,2090.3,26897.88,2689.788,24208.092,8361.2,15846.892,0.654611359
OI003341,O01328,P030,4,6724.47,0.1,2090.3,26897.88,2689.788,24208.092,8361.2,15846.892,0.654611359
OI001748,O00694,P001,4,5060.04,0.1,594.86,20240.16,2024.016,18216.144,2379.44,15836.704,0.869377405
OI001849,O00730,P001,4,5060.04,0.1,594.86,20240.16,2024.016,18216.144,2379.44,15836.704,0.869377405
OI002286,O00903,P001,4,5060.04,0.1,594.86,20240.16,2024.016,18216.144,2379.44,15836.704,0.869377405
OI003785,O01511,P001,4,5060.04,0.1,594.86,20240.16,2024.016,18216.144,2379.44,15836.704,0.869377405
OI005250,O02085,P001,4,5060.04,0.1,594.86,20240.16,2024.016,18216.144,2379.44,15836.704,0.869377405
OI001986,O00784,P023,4,6282.87,0.15,1387.27,25131.48,3769.722,21361.758,5549.08,15812.678,0.74023299
OI003163,O01259,P061,3,5698.31,0.05,186.41,17094.93,854.7465,16240.1835,559.23,15680.9535,0.965565044
OI000369,O00145,P068,4,7430.32,0.2,2041.8,29721.28,5944.256,23777.024,8167.2,15609.824,0.656508737
OI003430,O01363,P068,4,7430.32,0.2,2041.8,29721.28,5944.256,23777.024,8167.2,15609.824,0.656508737
OI000998,O00390,P014,4,5526.86,0.15,822.47,22107.44,3316.116,18791.324,3289.88,15501.444,0.824925588
OI002215,O00871,P014,4,5526.86,0.15,822.47,22107.44,3316.116,18791.324,3289.88,15501.444,0.824925588
OI002671,O01056,P014,4,5526.86,0.15,822.47,22107.44,3316.116,18791.324,3289.88,15501.444,0.824925588
OI003912,O01566,P014,4,5526.86,0.15,822.47,22107.44,3316.116,18791.324,3289.88,15501.444,0.824925588
OI000058,O00023,P010,4,7442.3,0.3,1346.4,29769.2,8930.76,20838.44,5385.6,15452.84,0.74155455
OI001767,O00701,P010,4,7442.3,0.3,1346.4,29769.2,8930.76,20838.44,5385.6,15452.84,0.74155455
OI000376,O00147,P015,3,7330.81,0.1,1525.08,21992.43,2199.243,19793.187,4575.24,15217.947,0.768847735
OI002208,O00868,P015,3,7330.81,0.1,1525.08,21992.43,2199.243,19793.187,4575.24,15217.947,0.768847735
OI002849,O01128,P015,3,7330.81,0.1,1525.08,21992.43,2199.243,19793.187,4575.24,15217.947,0.768847735
OI000123,O00049,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI000603,O00235,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI001204,O00473,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI003207,O01276,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI004984,O01985,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI005175,O02058,P061,4,5698.31,0.3,186.41,22793.24,6837.972,15955.268,745.64,15209.628,0.953266846
OI000260,O00104,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI000466,O00182,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI002963,O01174,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI003521,O01400,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI004448,O01785,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI004638,O01860,P040,4,5866.02,0.05,1770.44,23464.08,1173.204,22290.876,7081.76,15209.116,0.682302302
OI000474,O00185,P068,3,7430.32,0.05,2041.8,22290.96,1114.548,21176.412,6125.4,15051.012,0.7107442
OI001922,O00759,P068,3,7430.32,0.05,2041.8,22290.96,1114.548,21176.412,6125.4,15051.012,0.7107442
OI000324,O00130,P010,3,7442.3,0.15,1346.4,22326.9,3349.035,18977.865,4039.2,14938.665,0.787162571
OI001386,O00544,P010,3,7442.3,0.15,1346.4,22326.9,3349.035,18977.865,4039.2,14938.665,0.787162571
OI002570,O01017,P010,3,7442.3,0.15,1346.4,22326.9,3349.035,18977.865,4039.2,14938.665,0.787162571
OI004464,O01794,P010,3,7442.3,0.15,1346.4,22326.9,3349.035,18977.865,4039.2,14938.665,0.787162571
OI000390,O00152,P011,4,7495.81,0.05,3389.07,29983.24,1499.162,28484.078,13556.28,14927.798,0.524075169
OI002911,O01156,P011,4,7495.81,0.05,3389.07,29983.24,1499.162,28484.078,13556.28,14927.798,0.524075169
OI002975,O01177,P011,4,7495.81,0.05,3389.07,29983.24,1499.162,28484.078,13556.28,14927.798,0.524075169
OI004990,O01987,P011,4,7495.81,0.05,3389.07,29983.24,1499.162,28484.078,13556.28,14927.798,0.524075169
OI002983,O01181,P049,4,6189.2,0,2480.95,24756.8,0,24756.8,9923.8,14833,0.599148517
OI002321,O00919,P061,3,5698.31,0.1,186.41,17094.93,1709.493,15385.437,559.23,14826.207,0.963651991
OI004545,O01825,P061,3,5698.31,0.1,186.41,17094.93,1709.493,15385.437,559.23,14826.207,0.963651991
OI001779,O00705,P001,4,5060.04,0.15,594.86,20240.16,3036.024,17204.136,2379.44,14824.696,0.861693723
OI003621,O01442,P001,4,5060.04,0.15,594.86,20240.16,3036.024,17204.136,2379.44,14824.696,0.861693723
OI004248,O01695,P001,4,5060.04,0.15,594.86,20240.16,3036.024,17204.136,2379.44,14824.696,0.861693723
OI000685,O00272,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI000809,O00319,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI002670,O01056,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI003069,O01218,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI003828,O01530,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI004214,O01683,P023,3,6282.87,0,1387.27,18848.61,0,18848.61,4161.81,14686.8,0.779198042
OI001829,O00724,P070,4,4988.16,0.05,1084.07,19952.64,997.632,18955.008,4336.28,14618.728,0.771233017
OI002159,O00852,P070,4,4988.16,0.05,1084.07,19952.64,997.632,18955.008,4336.28,14618.728,0.771233017
OI005247,O02084,P070,4,4988.16,0.05,1084.07,19952.64,997.632,18955.008,4336.28,14618.728,0.771233017
OI001613,O00640,P023,4,6282.87,0.2,1387.27,25131.48,5026.296,20105.184,5549.08,14556.104,0.723997552
OI002469,O00979,P023,4,6282.87,0.2,1387.27,25131.48,5026.296,20105.184,5549.08,14556.104,0.723997552
OI003536,O01405,P023,4,6282.87,0.2,1387.27,25131.48,5026.296,20105.184,5549.08,14556.104,0.723997552
OI000785,O00309,P030,4,6724.47,0.15,2090.3,26897.88,4034.682,22863.198,8361.2,14501.998,0.63429438
OI003888,O01555,P030,4,6724.47,0.15,2090.3,26897.88,4034.682,22863.198,8361.2,14501.998,0.63429438
OI005287,O02102,P030,4,6724.47,0.15,2090.3,26897.88,4034.682,22863.198,8361.2,14501.998,0.63429438
OI001934,O00764,P015,4,7330.81,0.3,1525.08,29323.24,8796.972,20526.268,6100.32,14425.948,0.702804231
OI002715,O01073,P015,4,7330.81,0.3,1525.08,29323.24,8796.972,20526.268,6100.32,14425.948,0.702804231
OI004328,O01731,P015,4,7330.81,0.3,1525.08,29323.24,8796.972,20526.268,6100.32,14425.948,0.702804231
OI000286,O00113,P014,4,5526.86,0.2,822.47,22107.44,4421.488,17685.952,3289.88,14396.072,0.813983437
OI003426,O01362,P014,4,5526.86,0.2,822.47,22107.44,4421.488,17685.952,3289.88,14396.072,0.813983437
OI000172,O00070,P027,4,5678.95,0,2088.43,22715.8,0,22715.8,8353.72,14362.08,0.63225068
OI004426,O01772,P027,4,5678.95,0,2088.43,22715.8,0,22715.8,8353.72,14362.08,0.63225068
OI004569,O01834,P027,4,5678.95,0,2088.43,22715.8,0,22715.8,8353.72,14362.08,0.63225068
OI004966,O01978,P027,4,5678.95,0,2088.43,22715.8,0,22715.8,8353.72,14362.08,0.63225068
OI000316,O00126,P056,4,5689.43,0,2138.41,22757.72,0,22757.72,8553.64,14204.08,0.624143368
OI001448,O00570,P056,4,5689.43,0,2138.41,22757.72,0,22757.72,8553.64,14204.08,0.624143368
OI002996,O01189,P056,4,5689.43,0,2138.41,22757.72,0,22757.72,8553.64,14204.08,0.624143368
OI004682,O01878,P056,4,5689.43,0,2138.41,22757.72,0,22757.72,8553.64,14204.08,0.624143368
OI001218,O00478,P029,4,3811.62,0,262.65,15246.48,0,15246.48,1050.6,14195.88,0.931092291
OI001259,O00493,P029,4,3811.62,0,262.65,15246.48,0,15246.48,1050.6,14195.88,0.931092291
OI002835,O01122,P029,4,3811.62,0,262.65,15246.48,0,15246.48,1050.6,14195.88,0.931092291
OI002967,O01175,P029,4,3811.62,0,262.65,15246.48,0,15246.48,1050.6,14195.88,0.931092291
OI001739,O00690,P015,3,7330.81,0.15,1525.08,21992.43,3298.8645,18693.5655,4575.24,14118.3255,0.755250543
OI003766,O01502,P014,3,5526.86,0,822.47,16580.58,0,16580.58,2467.41,14113.17,0.85118675
OI004975,O01981,P032,4,6623.25,0,3109.6,26493,0,26493,12438.4,14054.6,0.530502397
OI000909,O00355,P040,4,5866.02,0.1,1770.44,23464.08,2346.408,21117.672,7081.76,14035.912,0.664652429
OI001408,O00553,P040,4,5866.02,0.1,1770.44,23464.08,2346.408,21117.672,7081.76,14035.912,0.664652429
OI002756,O01089,P040,4,5866.02,0.1,1770.44,23464.08,2346.408,21117.672,7081.76,14035.912,0.664652429
OI000686,O00272,P061,3,5698.31,0.15,186.41,17094.93,2564.2395,14530.6905,559.23,13971.4605,0.961513873
OI000337,O00136,P068,3,7430.32,0.1,2041.8,22290.96,2229.096,20061.864,6125.4,13936.464,0.694674433
OI002928,O01161,P068,3,7430.32,0.1,2041.8,22290.96,2229.096,20061.864,6125.4,13936.464,0.694674433
OI005232,O02080,P068,3,7430.32,0.1,2041.8,22290.96,2229.096,20061.864,6125.4,13936.464,0.694674433
OI000102,O00042,P030,3,6724.47,0,2090.3,20173.41,0,20173.41,6270.9,13902.51,0.689150223
OI002981,O01180,P030,3,6724.47,0,2090.3,20173.41,0,20173.41,6270.9,13902.51,0.689150223
OI003033,O01205,P030,3,6724.47,0,2090.3,20173.41,0,20173.41,6270.9,13902.51,0.689150223
OI001249,O00488,P001,4,5060.04,0.2,594.86,20240.16,4048.032,16192.128,2379.44,13812.688,0.853049581
OI001882,O00742,P001,4,5060.04,0.2,594.86,20240.16,4048.032,16192.128,2379.44,13812.688,0.853049581
OI002338,O00927,P001,4,5060.04,0.2,594.86,20240.16,4048.032,16192.128,2379.44,13812.688,0.853049581
OI002666,O01053,P001,4,5060.04,0.2,594.86,20240.16,4048.032,16192.128,2379.44,13812.688,0.853049581
OI001488,O00586,P054,4,5704.38,0.15,1400.37,22817.52,3422.628,19394.892,5601.48,13793.412,0.711187874
OI002209,O00869,P054,4,5704.38,0.15,1400.37,22817.52,3422.628,19394.892,5601.48,13793.412,0.711187874
OI002577,O01020,P054,4,5704.38,0.15,1400.37,22817.52,3422.628,19394.892,5601.48,13793.412,0.711187874
OI004224,O01686,P073,4,6594.36,0,3155.39,26377.44,0,26377.44,12621.56,13755.88,0.521501708
OI000166,O00067,P023,3,6282.87,0.05,1387.27,18848.61,942.4305,17906.1795,4161.81,13744.3695,0.767576886
OI005416,O02152,P023,3,6282.87,0.05,1387.27,18848.61,942.4305,17906.1795,4161.81,13744.3695,0.767576886
OI000749,O00295,P070,4,4988.16,0.1,1084.07,19952.64,1995.264,17957.376,4336.28,13621.096,0.75852374
OI002184,O00861,P070,4,4988.16,0.1,1084.07,19952.64,1995.264,17957.376,4336.28,13621.096,0.75852374
OI003032,O01205,P070,4,4988.16,0.1,1084.07,19952.64,1995.264,17957.376,4336.28,13621.096,0.75852374
OI005128,O02041,P070,4,4988.16,0.1,1084.07,19952.64,1995.264,17957.376,4336.28,13621.096,0.75852374
OI000249,O00099,P049,4,6189.2,0.05,2480.95,24756.8,1237.84,23518.96,9923.8,13595.16,0.57805107
OI000616,O00241,P049,4,6189.2,0.05,2480.95,24756.8,1237.84,23518.96,9923.8,13595.16,0.57805107
OI004430,O01774,P049,4,6189.2,0.05,2480.95,24756.8,1237.84,23518.96,9923.8,13595.16,0.57805107
OI005058,O02012,P049,4,6189.2,0.05,2480.95,24756.8,1237.84,23518.96,9923.8,13595.16,0.57805107
OI005270,O02096,P049,4,6189.2,0.05,2480.95,24756.8,1237.84,23518.96,9923.8,13595.16,0.57805107
OI001265,O00495,P029,4,3811.62,0.05,262.65,15246.48,762.324,14484.156,1050.6,13433.556,0.92746557
OI003664,O01462,P029,4,3811.62,0.05,262.65,15246.48,762.324,14484.156,1050.6,13433.556,0.92746557
OI002392,O00947,P011,4,7495.81,0.1,3389.07,29983.24,2998.324,26984.916,13556.28,13428.636,0.497634901
OI000153,O00062,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI001225,O00481,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI002089,O00823,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI002597,O01028,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI002794,O01105,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI005171,O02057,P001,3,5060.04,0,594.86,15180.12,0,15180.12,1784.58,13395.54,0.882439665
OI000573,O00224,P014,3,5526.86,0.05,822.47,16580.58,829.029,15751.551,2467.41,13284.141,0.843354473
OI001388,O00544,P014,3,5526.86,0.05,822.47,16580.58,829.029,15751.551,2467.41,13284.141,0.843354473
OI003849,O01540,P014,3,5526.86,0.05,822.47,16580.58,829.029,15751.551,2467.41,13284.141,0.843354473
OI004322,O01728,P014,3,5526.86,0.05,822.47,16580.58,829.029,15751.551,2467.41,13284.141,0.843354473
OI005405,O02148,P014,3,5526.86,0.05,822.47,16580.58,829.029,15751.551,2467.41,13284.141,0.843354473
OI000401,O00157,P027,4,5678.95,0.05,2088.43,22715.8,1135.79,21580.01,8353.72,13226.29,0.612895453
OI004573,O01836,P027,4,5678.95,0.05,2088.43,22715.8,1135.79,21580.01,8353.72,13226.29,0.612895453
OI001203,O00473,P030,4,6724.47,0.2,2090.3,26897.88,5379.576,21518.304,8361.2,13157.104,0.611437779
OI003699,O01476,P030,4,6724.47,0.2,2090.3,26897.88,5379.576,21518.304,8361.2,13157.104,0.611437779
OI001478,O00583,P061,3,5698.31,0.2,186.41,17094.93,3418.986,13675.944,559.23,13116.714,0.95910849
OI003799,O01516,P061,3,5698.31,0.2,186.41,17094.93,3418.986,13675.944,559.23,13116.714,0.95910849
OI004690,O01880,P061,3,5698.31,0.2,186.41,17094.93,3418.986,13675.944,559.23,13116.714,0.95910849
OI000385,O00150,P056,4,5689.43,0.05,2138.41,22757.72,1137.886,21619.834,8553.64,13066.194,0.60436144
OI003390,O01347,P056,4,5689.43,0.05,2138.41,22757.72,1137.886,21619.834,8553.64,13066.194,0.60436144
OI004976,O01982,P056,4,5689.43,0.05,2138.41,22757.72,1137.886,21619.834,8553.64,13066.194,0.60436144
OI000460,O00179,P015,3,7330.81,0.2,1525.08,21992.43,4398.486,17593.944,4575.24,13018.704,0.739953702
OI003196,O01272,P015,3,7330.81,0.2,1525.08,21992.43,4398.486,17593.944,4575.24,13018.704,0.739953702
OI000680,O00269,P012,4,3994.33,0,777.41,15977.32,0,15977.32,3109.64,12867.68,0.805371614
OI004911,O01960,P012,4,3994.33,0,777.41,15977.32,0,15977.32,3109.64,12867.68,0.805371614
OI000139,O00056,P040,4,5866.02,0.15,1770.44,23464.08,3519.612,19944.468,7081.76,12862.708,0.644926102
OI002299,O00909,P040,4,5866.02,0.15,1770.44,23464.08,3519.612,19944.468,7081.76,12862.708,0.644926102
OI004080,O01632,P040,4,5866.02,0.15,1770.44,23464.08,3519.612,19944.468,7081.76,12862.708,0.644926102
OI004862,O01945,P040,4,5866.02,0.15,1770.44,23464.08,3519.612,19944.468,7081.76,12862.708,0.644926102
OI001962,O00775,P068,3,7430.32,0.15,2041.8,22290.96,3343.644,18947.316,6125.4,12821.916,0.676714106
OI004345,O01739,P068,3,7430.32,0.15,2041.8,22290.96,3343.644,18947.316,6125.4,12821.916,0.676714106
