order_id,customer_id,order_date,order_status
O00072,C0161,2025-04-02 00:00:00,Delivered
O00073,C0109,2026-05-06 00:00:00,Pending
O00074,C0097,2026-06-15 00:00:00,Pending
O00075,C0491,2025-05-09 00:00:00,Delivered
O00076,C0052,2026-01-02 00:00:00,Pending
O00077,C0400,2025-12-16 00:00:00,Delivered
O00078,C0434,2025-03-23 00:00:00,Pending
O00079,C0016,2025-10-02 00:00:00,Delivered
O00080,C0295,2026-02-26 00:00:00,Delivered
O00081,C0289,2026-08-12 00:00:00,Delivered
O00082,C0180,2026-05-31 00:00:00,Delivered
O00083,C0334,2025-03-01 00:00:00,Delivered
O00084,C0205,2025-05-25 00:00:00,Cancelled
O00085,C0220,2025-09-23 00:00:00,Delivered
O00086,C0216,2025-04-02 00:00:00,Pending
O00087,C0401,2025-12-13 00:00:00,Pending
O00088,C0317,2025-01-06 00:00:00,Delivered
O00089,C0190,2025-03-11 00:00:00,Delivered
O00090,C0464,2025-01-29 00:00:00,Cancelled
O00091,C0402,2025-06-29 00:00:00,Delivered
O00092,C0467,2026-04-09 00:00:00,Cancelled
O00093,C0366,2025-04-18 00:00:00,Delivered
O00094,C0196,2026-08-24 00:00:00,Cancelled
O00095,C0387,2025-06-13 00:00:00,Delivered
O00096,C0165,2025-01-28 00:00:00,Cancelled
O00097,C0136,2025-07-23 00:00:00,Cancelled
O00098,C0226,2026-03-31 00:00:00,Delivered
O00099,C0485,2025-03-06 00:00:00,Cancelled
O00100,C0284,2025-02-13 00:00:00,Delivered
O00101,C0192,2026-06-01 00:00:00,Delivered
O00102,C0231,2025-12-27 00:00:00,Delivered
O00103,C0146,2025-07-28 00:00:00,Pending
O00104,C0330,2026-04-05 00:00:00,Delivered
O00105,C0176,2026-05-29 00:00:00,Pending
O00106,C0278,2025-08-07 00:00:00,Pending
O00107,C0185,2025-12-08 00:00:00,Delivered
O00108,C0161,2025-01-07 00:00:00,Cancelled
O00109,C0486,2025-07-06 00:00:00,Delivered
O00110,C0173,2025-12-28 00:00:00,Delivered
O00111,C0036,2025-04-30 00:00:00,Delivered
O00112,C0190,2026-08-26 00:00:00,Pending
O00113,C0267,2026-08-14 00:00:00,Delivered
O00114,C0048,2025-06-06 00:00:00,Cancelled
O00115,C0153,2025-08-29 00:00:00,Cancelled
O00116,C0084,2025-04-26 00:00:00,Cancelled
O00117,C0251,2025-11-03 00:00:00,Delivered
O00118,C0362,2025-03-17 00:00:00,Delivered
O00119,C0485,2025-08-26 00:00:00,Delivered
O00120,C0195,2025-12-04 00:00:00,Pending
O00121,C0432,2026-01-08 00:00:00,Pending
O00122,C0108,2025-12-29 00:00:00,Delivered
O00123,C0391,2025-05-15 00:00:00,Pending
O00124,C0282,2026-04-27 00:00:00,Delivered
O00125,C0380,2026-02-25 00:00:00,Delivered
O00126,C0378,2026-04-03 00:00:00,Delivered
O00127,C0267,2025-10-12 00:00:00,Cancelled
O00128,C0129,2026-06-27 00:00:00,Cancelled
O00129,C0264,2025-08-26 00:00:00,Pending
O00130,C0414,2026-05-05 00:00:00,Cancelled
O00131,C0486,2025-05-04 00:00:00,Delivered
O00132,C0464,2025-05-31 00:00:00,Delivered
O00133,C0091,2025-11-17 00:00:00,Cancelled
O00134,C0299,2025-12-04 00:00:00,Delivered
O00135,C0053,2026-03-30 00:00:00,Delivered
O00136,C0335,2025-06-30 00:00:00,Pending
O00137,C0497,2026-06-15 00:00:00,Cancelled
O00138,C0027,2025-07-20 00:00:00,Cancelled
O00139,C0329,2025-11-21 00:00:00,Delivered
O00140,C0473,2026-07-21 00:00:00,Delivered
O00141,C0424,2025-11-24 00:00:00,Delivered
O00142,C0197,2026-02-19 00:00:00,Pending
O00143,C0052,2026-07-07 00:00:00,Cancelled
O00144,C0462,2026-08-16 00:00:00,Cancelled
O00145,C0461,2025-10-31 00:00:00,Delivered
O00146,C0290,2025-09-11 00:00:00,Pending
O00147,C0490,2025-04-30 00:00:00,Delivered
O00148,C0003,2025-11-23 00:00:00,Pending
O00149,C0309,2026-07-13 00:00:00,Delivered
O00150,C0020,2025-10-24 00:00:00,Pending
O00151,C0468,2025-07-31 00:00:00,Pending
O00152,C0341,2025-03-07 00:00:00,Cancelled
O00153,C0457,2025-08-25 00:00:00,Pending
O00154,C0282,2025-05-24 00:00:00,Cancelled
O00155,C0042,2026-08-17 00:00:00,Pending
O00156,C0014,2025-11-17 00:00:00,Delivered
O00157,C0168,2025-03-25 00:00:00,Delivered
O00158,C0372,2025-02-10 00:00:00,Delivered
O00159,C0076,2026-06-02 00:00:00,Pending
O00160,C0427,2026-07-21 00:00:00,Cancelled
O00161,C0120,2026-04-09 00:00:00,Delivered
O00162,C0249,2025-03-17 00:00:00,Delivered
O00163,C0102,2025-03-01 00:00:00,Cancelled
O00164,C0233,2025-05-01 00:00:00,Pending
O00165,C0227,2026-04-02 00:00:00,Pending
O00166,C0003,2026-04-11 00:00:00,Delivered
O00167,C0284,2026-05-25 00:00:00,Delivered
O00168,C0394,2025-02-28 00:00:00,Delivered
O00169,C0469,2025-04-04 00:00:00,Cancelled
O00170,C0166,2026-07-02 00:00:00,Delivered
O00171,C0441,2026-07-19 00:00:00,Pending
O00172,C0440,2026-03-18 00:00:00,Delivered
O00173,C0495,2025-03-06 00:00:00,Cancelled
O00174,C0187,2025-02-11 00:00:00,Delivered
O00175,C0426,2025-02-03 00:00:00,Pending
O00176,C0283,2026-02-25 00:00:00,Delivered
O00177,C0030,2026-05-30 00:00:00,Delivered
O00178,C0136,2026-01-20 00:00:00,Pending
O00179,C0337,2025-06-09 00:00:00,Pending
O00180,C0081,2026-04-06 00:00:00,Delivered
O00181,C0218,2025-02-05 00:00:00,Delivered
O00182,C0388,2026-05-19 00:00:00,Delivered
O00183,C0075,2026-06-27 00:00:00,Pending
O00184,C0249,2026-03-13 00:00:00,Delivered
O00185,C0108,2026-06-19 00:00:00,Delivered
O00186,C0269,2025-12-23 00:00:00,Delivered
O00187,C0121,2025-10-12 00:00:00,Delivered
O00188,C0483,2025-07-16 00:00:00,Delivered
O00189,C0039,2026-07-15 00:00:00,Cancelled
O00190,C0482,2026-02-28 00:00:00,Cancelled
O00191,C0396,2025-04-26 00:00:00,Delivered
O00192,C0428,2026-08-05 00:00:00,Cancelled
O00193,C0426,2025-02-05 00:00:00,Cancelled
O00194,C0094,2025-12-24 00:00:00,Delivered
O00195,C0466,2025-04-26 00:00:00,Cancelled
O00196,C0298,2026-02-08 00:00:00,Delivered
O00197,C0482,2025-09-08 00:00:00,Pending
O00198,C0440,2025-09-23 00:00:00,Delivered
O00199,C0290,2026-02-13 00:00:00,Delivered
O00200,C0188,2026-04-05 00:00:00,Delivered
O00201,C0059,2025-08-20 00:00:00,Delivered
O00202,C0051,2026-08-30 00:00:00,Pending
O00203,C0195,2025-10-31 00:00:00,Cancelled
O00204,C0406,2025-04-08 00:00:00,Delivered
O00205,C0253,2025-01-04 00:00:00,Delivered
O00206,C0241,2025-05-04 00:00:00,Pending
O00207,C0123,2026-02-25 00:00:00,Delivered
O00208,C0283,2025-11-24 00:00:00,Delivered
O00209,C0320,2025-07-25 00:00:00,Delivered
O00210,C0492,2025-10-20 00:00:00,Delivered
O00211,C0365,2026-05-25 00:00:00,Cancelled
O00212,C0304,2025-12-14 00:00:00,Delivered
O00213,C0456,2025-02-05 00:00:00,Delivered
O00214,C0213,2025-01-30 00:00:00,Delivered
O00215,C0468,2025-10-21 00:00:00,Pending
O00216,C0185,2025-09-03 00:00:00,Pending
O00217,C0064,2026-06-02 00:00:00,Delivered
O00218,C0209,2025-12-21 00:00:00,Delivered
O00219,C0065,2026-04-06 00:00:00,Delivered
O00220,C0060,2025-12-22 00:00:00,Pending
O00221,C0441,2025-07-29 00:00:00,Delivered
O00222,C0398,2026-02-04 00:00:00,Pending
O00223,C0111,2026-01-13 00:00:00,Cancelled
O00224,C0419,2026-03-14 00:00:00,Delivered
O00225,C0035,2025-04-26 00:00:00,Delivered
O00226,C0143,2026-01-26 00:00:00,Delivered
O00227,C0354,2025-06-23 00:00:00,Delivered
O00228,C0152,2026-04-26 00:00:00,Delivered
O00229,C0366,2026-05-01 00:00:00,Delivered
O00230,C0438,2026-01-15 00:00:00,Delivered
O00231,C0034,2026-07-30 00:00:00,Delivered
O00232,C0012,2025-11-23 00:00:00,Cancelled
O00233,C0471,2025-01-16 00:00:00,Pending
O00234,C0261,2026-01-04 00:00:00,Delivered
O00235,C0254,2026-04-18 00:00:00,Delivered
O00236,C0232,2025-03-03 00:00:00,Pending
O00237,C0217,2025-03-05 00:00:00,Delivered
O00238,C0346,2025-06-16 00:00:00,Cancelled
O00239,C0290,2026-05-29 00:00:00,Delivered
O00240,C0082,2025-11-17 00:00:00,Delivered
O00241,C0314,2026-08-17 00:00:00,Delivered
O00242,C0335,2026-06-15 00:00:00,Cancelled
O00243,C0057,2025-12-04 00:00:00,Cancelled
O00244,C0189,2026-02-17 00:00:00,Delivered
O00245,C0396,2025-07-21 00:00:00,Delivered
O00246,C0310,2025-02-24 00:00:00,Pending
O00247,C0069,2025-08-31 00:00:00,Pending
O00248,C0021,2025-12-27 00:00:00,Delivered
O00249,C0291,2025-04-21 00:00:00,Delivered
O00250,C0231,2025-05-15 00:00:00,Pending
O00251,C0481,2025-01-10 00:00:00,Delivered
O00252,C0262,2026-03-23 00:00:00,Pending
O00253,C0466,2026-07-01 00:00:00,Cancelled
O00254,C0108,2026-05-19 00:00:00,Pending
O00255,C0224,2025-08-20 00:00:00,Delivered
O00256,C0070,2025-12-27 00:00:00,Delivered
O00257,C0288,2026-08-08 00:00:00,Delivered
O00258,C0095,2025-12-26 00:00:00,Pending
O00259,C0247,2025-06-29 00:00:00,Delivered
O00260,C0173,2025-07-25 00:00:00,Delivered
O00261,C0093,2026-03-19 00:00:00,Delivered
O00262,C0049,2025-09-29 00:00:00,Cancelled
O00263,C0257,2026-05-25 00:00:00,Pending
O00264,C0474,2026-06-10 00:00:00,Delivered
O00265,C0100,2025-01-22 00:00:00,Delivered
O00266,C0203,2026-03-16 00:00:00,Delivered
O00267,C0113,2025-08-13 00:00:00,Pending
O00268,C0405,2025-11-13 00:00:00,Delivered
O00269,C0208,2025-06-10 00:00:00,Delivered
O00270,C0488,2025-08-12 00:00:00,Delivered
O00271,C0123,2025-07-20 00:00:00,Delivered
O00272,C0041,2025-01-31 00:00:00,Delivered
O00273,C0292,2026-04-21 00:00:00,Delivered
O00274,C0326,2025-03-28 00:00:00,Pending
O00275,C0496,2025-08-17 00:00:00,Delivered
O00276,C0436,2025-04-28 00:00:00,Delivered
O00277,C0443,2025-04-08 00:00:00,Cancelled
O00278,C0318,2025-08-16 00:00:00,Cancelled
O00279,C0180,2026-07-13 00:00:00,Delivered
O00280,C0215,2026-07-29 00:00:00,Delivered
O00281,C0067,2025-08-21 00:00:00,Delivered
O00282,C0216,2025-11-04 00:00:00,Cancelled
O00283,C0183,2026-08-23 00:00:00,Cancelled
O00284,C0018,2025-05-23 00:00:00,Cancelled
O00285,C0103,2026-07-29 00:00:00,Cancelled
O00286,C0268,2025-03-06 00:00:00,Delivered
O00287,C0185,2025-05-18 00:00:00,Delivered
O00288,C0497,2025-07-25 00:00:00,Cancelled
O00289,C0240,2025-01-23 00:00:00,Delivered
O00290,C0480,2026-05-11 00:00:00,Pending
O00291,C0331,2026-06-05 00:00:00,Pending
O00292,C0021,2025-08-22 00:00:00,Pending
O00293,C0102,2026-05-24 00:00:00,Pending
O00294,C0353,2026-04-15 00:00:00,Delivered
O00295,C0273,2026-05-03 00:00:00,Delivered
O00296,C0151,2026-05-04 00:00:00,Delivered
O00297,C0262,2025-12-15 00:00:00,Cancelled
O00298,C0452,2025-03-09 00:00:00,Cancelled
O00299,C0195,2026-07-16 00:00:00,Delivered
O00300,C0023,2026-01-06 00:00:00,Delivered
O00301,C0156,2026-07-02 00:00:00,Delivered
O00302,C0468,2026-08-07 00:00:00,Pending
O00303,C0381,2025-04-24 00:00:00,Delivered
O00304,C0419,2025-09-02 00:00:00,Delivered
O00305,C0456,2025-04-28 00:00:00,Delivered
O00306,C0059,2025-01-31 00:00:00,Pending
O00307,C0142,2026-08-11 00:00:00,Delivered
O00308,C0030,2026-07-16 00:00:00,Delivered
O00309,C0003,2026-07-21 00:00:00,Delivered
O00310,C0418,2026-06-22 00:00:00,Delivered
O00311,C0469,2026-01-30 00:00:00,Delivered
O00312,C0078,2025-11-14 00:00:00,Pending
O00313,C0362,2026-08-26 00:00:00,Delivered
O00314,C0268,2025-12-02 00:00:00,Pending
O00315,C0035,2026-01-26 00:00:00,Cancelled
O00316,C0458,2025-05-09 00:00:00,Pending
O00317,C0436,2026-03-30 00:00:00,Delivered
O00318,C0284,2026-05-14 00:00:00,Pending
O00319,C0354,2026-02-17 00:00:00,Delivered
O00320,C0199,2025-10-31 00:00:00,Delivered
O00321,C0397,2025-05-01 00:00:00,Cancelled
O00322,C0223,2025-01-21 00:00:00,Delivered
O00323,C0495,2026-01-17 00:00:00,Delivered
O00324,C0032,2026-02-20 00:00:00,Delivered
O00325,C0087,2026-04-15 00:00:00,Delivered
O00326,C0485,2026-08-01 00:00:00,Delivered
O00327,C0145,2025-10-30 00:00:00,Pending
O00328,C0156,2026-05-20 00:00:00,Delivered
O00329,C0396,2026-03-12 00:00:00,Delivered
O00330,C0095,2025-06-18 00:00:00,Pending
O00331,C0257,2026-05-29 00:00:00,Cancelled
O00332,C0144,2025-02-02 00:00:00,Delivered
O00333,C0099,2025-12-31 00:00:00,Delivered
O00334,C0483,2026-07-26 00:00:00,Delivered
O00335,C0100,2026-02-05 00:00:00,Delivered
O00336,C0048,2026-07-24 00:00:00,Delivered
O00337,C0337,2025-02-04 00:00:00,Cancelled
O00338,C0434,2025-11-20 00:00:00,Delivered
O00339,C0064,2026-04-20 00:00:00,Delivered
O00340,C0354,2026-01-26 00:00:00,Delivered
O00341,C0271,2026-06-20 00:00:00,Delivered
O00342,C0416,2025-10-09 00:00:00,Cancelled
O00343,C0064,2026-02-20 00:00:00,Delivered
O00344,C0488,2025-09-13 00:00:00,Delivered
O00345,C0310,2026-06-15 00:00:00,Delivered
O00346,C0422,2025-03-14 00:00:00,Cancelled
O00347,C0181,2025-06-04 00:00:00,Delivered
O00348,C0472,2025-02-28 00:00:00,Pending
O00349,C0314,2026-03-03 00:00:00,Pending
O00350,C0064,2025-05-22 00:00:00,Cancelled
O00351,C0462,2025-07-12 00:00:00,Delivered
O00352,C0398,2026-05-24 00:00:00,Cancelled
O00353,C0151,2025-08-07 00:00:00,Delivered
O00354,C0273,2025-03-30 00:00:00,Delivered
O00355,C0195,2025-01-13 00:00:00,Delivered
O00356,C0272,2025-05-18 00:00:00,Delivered
O00357,C0483,2026-07-11 00:00:00,Pending
O00358,C0450,2025-11-30 00:00:00,Delivered
O00359,C0108,2026-08-28 00:00:00,Delivered
O00360,C0486,2025-05-11 00:00:00,Pending
O00361,C0219,2025-08-02 00:00:00,Delivered
O00362,C0353,2025-04-10 00:00:00,Cancelled
O00363,C0383,2025-08-31 00:00:00,Delivered
O00364,C0242,2025-12-09 00:00:00,Delivered
O00365,C0229,2026-05-07 00:00:00,Cancelled
O00366,C0229,2025-08-12 00:00:00,Delivered
O00367,C0432,2026-04-15 00:00:00,Delivered
O00368,C0194,2026-01-16 00:00:00,Pending
O00369,C0140,2025-06-27 00:00:00,Delivered
O00370,C0181,2026-07-09 00:00:00,Cancelled
O00371,C0098,2025-09-22 00:00:00,Delivered
O00372,C0196,2025-04-02 00:00:00,Delivered
O00373,C0058,2026-08-09 00:00:00,Cancelled
O00374,C0045,2026-07-10 00:00:00,Pending
O00375,C0362,2025-01-31 00:00:00,Delivered
O00376,C0039,2026-07-03 00:00:00,Cancelled
O00377,C0285,2026-07-31 00:00:00,Pending
O00378,C0390,2026-05-20 00:00:00,Cancelled
O00379,C0363,2025-06-05 00:00:00,Delivered
O00380,C0224,2026-01-19 00:00:00,Delivered
O00381,C0097,2025-11-24 00:00:00,Delivered
O00382,C0466,2026-01-13 00:00:00,Delivered
O00383,C0418,2026-01-10 00:00:00,Cancelled
O00384,C0307,2026-01-24 00:00:00,Pending
O00385,C0044,2025-11-09 00:00:00,Delivered
O00386,C0018,2026-02-24 00:00:00,Delivered
O00387,C0158,2025-11-17 00:00:00,Cancelled
O00388,C0079,2025-01-11 00:00:00,Delivered
O00389,C0431,2025-01-22 00:00:00,Delivered
O00390,C0103,2026-08-06 00:00:00,Delivered
O00391,C0142,2026-07-07 00:00:00,Delivered
O00392,C0488,2025-12-23 00:00:00,Delivered
O00393,C0410,2025-04-17 00:00:00,Delivered
O00394,C0110,2026-04-21 00:00:00,Pending
O00395,C0192,2025-03-29 00:00:00,Delivered
O00396,C0258,2025-08-18 00:00:00,Delivered
O00397,C0333,2025-07-20 00:00:00,Delivered
O00398,C0469,2025-01-08 00:00:00,Pending
O00399,C0436,2026-05-06 00:00:00,Delivered
O00400,C0489,2025-11-06 00:00:00,Delivered
O00401,C0021,2025-07-12 00:00:00,Cancelled
O00402,C0119,2025-11-05 00:00:00,Delivered
O00403,C0282,2025-01-01 00:00:00,Cancelled
O00404,C0025,2025-09-23 00:00:00,Delivered
O00405,C0178,2025-11-12 00:00:00,Delivered
O00406,C0077,2025-07-26 00:00:00,Pending
O00407,C0467,2026-05-20 00:00:00,Cancelled
O00408,C0032,2025-06-01 00:00:00,Delivered
O00409,C0075,2025-03-25 00:00:00,Delivered
O00410,C0098,2025-11-17 00:00:00,Delivered
O00411,C0075,2026-06-24 00:00:00,Cancelled
O00412,C0285,2025-08-17 00:00:00,Cancelled
O00413,C0183,2025-01-29 00:00:00,Delivered
O00414,C0457,2026-08-13 00:00:00,Delivered
O00415,C0131,2025-09-28 00:00:00,Delivered
O00416,C0269,2025-04-16 00:00:00,Delivered
O00417,C0331,2026-01-10 00:00:00,Delivered
O00418,C0313,2025-07-14 00:00:00,Delivered
O00419,C0399,2026-07-25 00:00:00,Delivered
O00420,C0101,2025-06-28 00:00:00,Pending
O00421,C0254,2025-12-01 00:00:00,Cancelled
O00422,C0401,2025-11-27 00:00:00,Delivered
O00423,C0432,2025-05-28 00:00:00,Pending
O00424,C0309,2025-10-31 00:00:00,Delivered
O00425,C0326,2025-03-08 00:00:00,Pending
O00426,C0433,2026-01-27 00:00:00,Delivered
O00427,C0313,2026-04-07 00:00:00,Delivered
O00428,C0475,2026-08-01 00:00:00,Delivered
O00429,C0064,2025-07-18 00:00:00,Cancelled
O00430,C0174,2025-06-23 00:00:00,Delivered
O00431,C0057,2025-11-30 00:00:00,Pending
O00432,C0046,2026-02-26 00:00:00,Delivered
O00433,C0236,2026-08-27 00:00:00,Delivered
O00434,C0113,2025-01-16 00:00:00,Delivered
O00435,C0204,2025-05-25 00:00:00,Pending
O00436,C0219,2025-06-09 00:00:00,Delivered
O00437,C0311,2025-06-05 00:00:00,Cancelled
O00438,C0473,2025-10-09 00:00:00,Pending
O00439,C0425,2026-06-15 00:00:00,Delivered
O00440,C0190,2025-01-19 00:00:00,Delivered
O00441,C0163,2026-05-12 00:00:00,Delivered
O00442,C0386,2026-01-11 00:00:00,Delivered
O00443,C0062,2026-01-10 00:00:00,Pending
O00444,C0271,2026-02-17 00:00:00,Pending
O00445,C0212,2025-03-12 00:00:00,Delivered
O00446,C0092,2026-03-31 00:00:00,Pending
O00447,C0309,2025-05-31 00:00:00,Delivered
O00448,C0161,2025-11-11 00:00:00,Cancelled
O00449,C0093,2026-02-16 00:00:00,Delivered
O00450,C0327,2026-01-03 00:00:00,Delivered
O00451,C0088,2025-07-16 00:00:00,Delivered
O00452,C0337,2025-08-29 00:00:00,Delivered
O00453,C0082,2025-10-17 00:00:00,Delivered
O00454,C0218,2025-01-26 00:00:00,Delivered
O00455,C0404,2026-03-18 00:00:00,Delivered
O00456,C0115,2025-03-02 00:00:00,Delivered
O00457,C0384,2025-10-06 00:00:00,Pending
O00458,C0361,2026-02-03 00:00:00,Delivered
O00459,C0452,2025-02-18 00:00:00,Delivered
O00460,C0085,2026-08-29 00:00:00,Delivered
O00461,C0358,2025-08-18 00:00:00,Pending
O00462,C0469,2025-01-10 00:00:00,Delivered
O00463,C0382,2026-02-05 00:00:00,Pending
O00464,C0094,2025-12-06 00:00:00,Cancelled
O00465,C0412,2026-01-25 00:00:00,Cancelled
O00466,C0054,2026-04-02 00:00:00,Delivered
O00467,C0295,2025-10-17 00:00:00,Delivered
O00468,C0249,2026-05-18 00:00:00,Delivered
O00469,C0266,2025-08-14 00:00:00,Pending
O00470,C0260,2025-11-28 00:00:00,Cancelled
O00471,C0016,2025-04-07 00:00:00,Cancelled
O00472,C0255,2026-01-12 00:00:00,Pending
O00473,C0469,2025-06-09 00:00:00,Delivered
O00474,C0219,2026-02-28 00:00:00,Delivered
O00475,C0139,2026-05-03 00:00:00,Pending
O00476,C0498,2026-06-07 00:00:00,Delivered
O00477,C0050,2026-07-19 00:00:00,Delivered
O00478,C0244,2025-03-16 00:00:00,Delivered
O00479,C0257,2025-03-25 00:00:00,Pending
O00480,C0239,2026-07-18 00:00:00,Delivered
O00481,C0461,2025-08-20 00:00:00,Delivered
O00482,C0211,2025-01-16 00:00:00,Cancelled
O00483,C0487,2025-06-24 00:00:00,Delivered
O00484,C0034,2026-05-24 00:00:00,Delivered
O00485,C0367,2025-08-04 00:00:00,Pending
O00486,C0297,2025-02-16 00:00:00,Delivered
O00487,C0121,2026-03-16 00:00:00,Cancelled
O00488,C0114,2025-04-29 00:00:00,Delivered
O00489,C0360,2025-08-03 00:00:00,Delivered
O00490,C0319,2025-01-03 00:00:00,Delivered
O00491,C0306,2026-01-02 00:00:00,Cancelled
O00492,C0026,2025-09-28 00:00:00,Delivered
O00493,C0299,2026-06-12 00:00:00,Delivered
O00494,C0491,2025-07-23 00:00:00,Delivered
O00495,C0009,2025-05-05 00:00:00,Delivered
O00496,C0235,2025-04-11 00:00:00,Pending
O00497,C0248,2025-05-02 00:00:00,Cancelled
O00498,C0449,2025-10-02 00:00:00,Cancelled
O00499,C0142,2025-02-22 00:00:00,Delivered
O00500,C0238,2025-09-02 00:00:00,Delivered
O00501,C0359,2026-06-04 00:00:00,Cancelled
O00502,C0031,2026-04-12 00:00:00,Delivered
O00503,C0401,2026-01-23 00:00:00,Delivered
O00504,C0412,2026-06-28 00:00:00,Cancelled
O00505,C0360,2026-04-20 00:00:00,Cancelled
O00506,C0325,2026-02-01 00:00:00,Delivered
O00507,C0374,2026-06-09 00:00:00,Cancelled
O00508,C0391,2025-03-17 00:00:00,Delivered
O00509,C0452,2026-05-13 00:00:00,Delivered
O00510,C0215,2025-06-29 00:00:00,Cancelled
O00511,C0229,2026-03-22 00:00:00,Pending
O00512,C0319,2026-07-10 00:00:00,Delivered
O00513,C0097,2025-10-29 00:00:00,Delivered
O00514,C0429,2025-02-23 00:00:00,Delivered
O00515,C0386,2025-08-14 00:00:00,Delivered
O00516,C0316,2025-09-05 00:00:00,Delivered
O00517,C0151,2026-07-24 00:00:00,Delivered
O00518,C0174,2026-07-28 00:00:00,Delivered
O00519,C0218,2025-12-12 00:00:00,Delivered
O00520,C0332,2026-08-02 00:00:00,Delivered
O00521,C0390,2025-09-23 00:00:00,Cancelled
O00522,C0336,2025-09-08 00:00:00,Pending
O00523,C0465,2026-05-24 00:00:00,Delivered
O00524,C0481,2026-02-10 00:00:00,Delivered
O00525,C0353,2025-11-14 00:00:00,Delivered
O00526,C0186,2025-10-05 00:00:00,Delivered
O00527,C0300,2026-03-06 00:00:00,Pending
O00528,C0213,2026-04-04 00:00:00,Cancelled
O00529,C0315,2025-10-26 00:00:00,Delivered
O00530,C0407,2025-01-20 00:00:00,Delivered
O00531,C0185,2025-03-03 00:00:00,Delivered
O00532,C0253,2025-03-29 00:00:00,Delivered
O00533,C0023,2025-10-08 00:00:00,Cancelled
O00534,C0369,2026-01-09 00:00:00,Delivered
O00535,C0245,2026-05-04 00:00:00,Delivered
O00536,C0230,2025-05-22 00:00:00,Cancelled
O00537,C0267,2026-04-24 00:00:00,Pending
